Time(s),Vibration
0.0,0.0
0.0002,0.12973138473064247
0.0004,0.2574857182185281
0.0006000000000000001,0.3813171211332873
0.0008,0.4993415663706705
0.001,0.6097665839217743
0.0012000000000000001,0.7109195218352556
0.0014,0.8012739175812974
0.0016,0.8794735639261889
0.0018000000000000002,0.9443538897853232
0.002,0.9949603188668084
0.0022,1.0305633165799382
0.0024000000000000002,1.0506698879108027
0.0026000000000000003,1.0550313449376956
0.0028,1.0436472214889667
0.003,1.0167652732078527
0.0032,0.9748775630242653
0.0034000000000000002,0.9187126937690038
0.0036000000000000003,0.8492243104277096
0.0038,0.7675760533618944
0.004,0.6751231997947355
0.004200000000000001,0.5733912830873789
0.0044,0.4640520269935342
0.0046,0.3488969744245257
0.0048000000000000004,0.2298092266159382
0.005,0.10873373838705885
0.005200000000000001,-0.012353362044397728
0.0054,-0.13147594484643754
0.0056,-0.24668905035719169
0.0058000000000000005,-0.356109569270924
0.006,-0.45794594737982036
0.006200000000000001,-0.5505264464090707
0.0064,-0.6323255152540268
0.0066,-0.7019878557283185
0.0068000000000000005,-0.7583498032907465
0.007,-0.8004576855631762
0.007200000000000001,-0.827582869113688
0.0074,-0.839233257207288
0.0076,-0.8351610571968565
0.0078000000000000005,-0.8153666950569998
0.008,-0.7800988153253542
0.0082,-0.7298503664513463
0.008400000000000001,-0.6653508332878932
0.0086,-0.5875547392233751
0.0088,-0.49762659928123154
0.009000000000000001,-0.3969225614849045
0.0092,-0.28696902601386864
0.0094,-0.16943857933855871
0.009600000000000001,-0.04612362286639271
0.0098,0.08109188800998104
0.01,0.2102621487709786
0.0102,0.33941018607240026
0.010400000000000001,0.4665590296459397
0.0106,0.5897628841992277
0.0108,0.7071378097167517
0.011000000000000001,0.816891426315799
0.0112,0.9173511751949326
0.0114,1.0069906899837582
0.011600000000000001,1.0844538626028408
0.0118,1.1485762241015878
0.012,1.1984033032862949
0.0122,1.2332056736125898
0.012400000000000001,1.252490451044582
0.0126,1.2560090615533475
0.0128,1.2437611557574308
0.013000000000000001,1.2159946089698694
0.0132,1.1732016066517528
0.0134,1.1161108770077561
