Time(s),Vibration
0.0,0.0
0.0002,0.18173371035367863
0.0004,0.3606051211728446
0.0006000000000000001,0.5338001579018337
0.0008,0.6986003408794217
0.001,0.8524284609477326
0.0012000000000000001,0.9928917528467407
0.0014,1.1178218047363746
0.0016,1.2253105024641706
0.0018000000000000002,1.3137413803424438
0.002,1.3818158348135445
0.0022,1.4285737518458514
0.0024000000000000002,1.4534082014120642
0.0026000000000000003,1.4560739610006619
0.0028,1.4366897427352785
0.003,1.395734113188901
0.0032,1.3340352092152303
0.0034000000000000002,1.252754464927053
0.0036000000000000003,1.1533646722355906
0.0038,1.0376227981265438
0.004,0.9075380742239407
0.004200000000000001,0.7653359564888731
0.0044,0.6134186236266062
0.0046,0.4543227406733244
0.0048000000000000004,0.29067525829810215
0.005,0.1251480478539897
0.005200000000000001,-0.03958781330324351
0.0054,-0.20090729239518884
0.0056,-0.35627538958445837
0.0058000000000000005,-0.5032890963338319
0.006,-0.6397166002076966
0.006200000000000001,-0.763533069742708
0.0064,-0.8729524219376281
0.0066,-0.9664545541615527
0.0068000000000000005,-1.0428076102539763
0.007,-1.1010849455367626
0.007200000000000001,-1.140676555508911
0.0074,-1.1612948362042048
0.0076,-1.1629746485748527
0.0078000000000000005,-1.146067762837122
0.008,-1.1112318595335282
0.0082,-1.0594143602632717
0.008400000000000001,-0.9918314508544495
0.0086,-0.9099427415901633
0.0088,-0.8154220815240603
0.009000000000000001,-0.7101251056985529
0.0092,-0.5960541442037799
0.0094,-0.47532115971973904
0.009600000000000001,-0.3501094049519037
0.0098,-0.22263450294381304
0.01,-0.09510565162951554
0.0102,0.03031236056990555
0.010400000000000001,0.15153566829662357
0.0106,0.2665957508422032
0.0108,0.37367119011301414
0.011000000000000001,0.4711162523913341
0.0112,0.5574858486973933
0.0114,0.6315565028234311
0.011600000000000001,0.6923430357098179
0.0118,0.7391107581491083
0.012,0.7713830491814848
0.0122,0.7889442833242145
0.012400000000000001,0.7918381543264059
0.0126,0.780361524886378
0.0128,0.7550540092304308
0.013000000000000001,0.7166835672645188
0.0132,0.6662284539524207
0.0134,0.6048559245873347
0.013600000000000001,0.5338981448310434
0.013800000000000002,0.45482579311290955
0.014,0.36921987172997817
0.0142,0.2787422614972592
0.014400000000000001,0.18510556299927702
0.0146,0.0900427655294837
0.0148,-0.004722726992455378
0.015000000000000001,-0.09750620494654803
0.0152,-0.1866894183433972
0.0154,-0.27074655765869216
0.015600000000000001,-0.34826805364197955
0.0158,-0.41798184971353647
0.016,-0.4787718553342095
0.0162,-0.5296933469363371
0.0164,-0.5699851434174088
0.0166,-0.5990784445995623
0.016800000000000002,-0.6166022822503981
0.017,-0.6223855930957076
0.0172,-0.6164559806560358
0.017400000000000002,-0.5990352867207384
0.0176,-0.5705321429583801
0.0178,-0.5315317177964781
0.018000000000000002,-0.48278291266626855
0.0182,-0.42518329452046155
0.0184,-0.35976207786095826
0.018600000000000002,-0.2876614891733637
0.0188,-0.21011685961429544
0.019,-0.12843579813357642
0.019200000000000002,-0.04397679716439809
0.0194,0.04187238307241967
0.0196,0.12771621727569196
0.0198,0.21217248712135284
0.02,0.29389262614623624
0.020200000000000003,0.3715810658230556
0.0204,0.44401333912157825
0.0206,0.5100527280937098
0.020800000000000003,0.5686652738455816
0.021,0.6189329999553307
0.0212,0.6600652332805892
0.021400000000000002,0.6914079385421389
0.0216,0.7124510144967819
0.0218,0.7228335294207047
0.022000000000000002,0.7223469015905395
0.0222,0.7109360561330625
0.0224,0.688698612763395
0.022600000000000002,0.6558821793808495
0.0228,0.6128798441620273
0.023,0.5602239736848926
0.023200000000000002,0.4985784368127256
0.0234,0.42872938370725866
0.0236,0.35157471662672946
0.0238,0.2681123943435127
0.024,0.17942771536692853
0.024200000000000003,0.08667972698019999
0.0244,-0.008913092295492392
0.0246,-0.10608772950931519
0.024800000000000003,-0.20355196700280045
0.025,-0.3000000000000013
0.0252,-0.39412819848310565
0.025400000000000002,-0.48465087120821115
0.0256,-0.5703158910044744
0.0258,-0.6499200415725268
0.026000000000000002,-0.7223239468465437
0.0262,-0.786466444659217
0.0264,-0.8413782670570407
0.026600000000000002,-0.8861948903141275
0.0268,-0.9201684186920356
0.027,-0.9426783675341059
0.027200000000000002,-0.9532412136380815
0.0274,-0.9515185843098242
0.027600000000000003,-0.937323961359365
0.027800000000000002,-0.9106277828468544
0.028,-0.8715608338894523
0.028200000000000003,-0.8204158285376328
0.0284,-0.75764709781354
0.0286,-0.6838683146121262
0.028800000000000003,-0.5998482043698562
0.029,-0.5065042112038954
0.0292,-0.404894112535186
0.029400000000000003,-0.2962056008657564
0.0296,-0.1817438791310162
0.0298,-0.06291734555414963
0.030000000000000002,0.05877852522925013
0.0302,0.18177896633042373
0.0304,0.30446919765705294
0.030600000000000002,0.4252049978677951
0.0308,0.542334336681886
0.031,0.6542198061598936
0.031200000000000002,0.7592615631868477
0.031400000000000004,0.8559204721702118
0.0316,0.9427411176097628
0.0318,1.0183743413632103
0.032,1.0815989497232315
0.0322,1.131342231366457
0.0324,1.1666989292703847
0.032600000000000004,1.1869483181512863
0.0328,1.19156905406646
0.033,1.1802514846286567
0.0332,1.1529071367411545
0.0334,1.1096751336763753
0.033600000000000005,1.050925334339931
0.033800000000000004,0.9772580341908439
0.034,0.8895001188914204
0.0342,0.7886976175677345
0.0344,0.6761046616825392
0.0346,0.5531689169578909
0.034800000000000005,0.4215136184457141
0.035,0.2829164015715119
0.0352,0.13928518356208203
0.0354,-0.007368591118701112
0.0356,-0.15495897209141693
0.0358,-0.30135637109921976
0.036000000000000004,-0.44441981186856283
0.0362,-0.5820300590661439
0.0364,-0.7121230937772649
0.0366,-0.8327233819004154
0.0368,-0.9419763703253123
0.037000000000000005,-1.038179644251918
0.037200000000000004,-1.1198121878471945
0.0374,-1.1855612097589925
0.0376,-1.23434602474131
0.0378,-1.2653385225129146
0.038,-1.277979804482693
0.038200000000000005,-1.2719926274372348
