Fault,Vibration,Acoustic,Magnetic Flux,Temperature,Pressure
Bent Shaft,0.0,0.5,0.8,30,1.0
Bent Shaft,0.5517220926874316,0.5062790519529313,0.8018848439715409,30,1.0
Bent Shaft,0.8731022071810193,0.5125333233564304,0.8037690182669935,30,1.0
Bent Shaft,0.9017220926874316,0.5187381314585725,0.8056518534482024,30,1.0
Bent Shaft,0.7747209406074116,0.5248689887164855,0.8075326805527934,30,1.0
Bent Shaft,0.7,0.5309016994374948,0.8094108313318514,30,1.0
Bent Shaft,0.7747209406074116,0.5368124552684678,0.8112856384873482,30,1.0
Bent Shaft,0.9017220926874316,0.5425779291565073,0.8131564359092283,30,1.0
Bent Shaft,0.8731022071810193,0.5481753674101715,0.8150225589120758,30,1.0
Bent Shaft,0.5517220926874313,0.5535826794978996,0.8168833444712734,30,1.0
Bent Shaft,2.326828918379971e-16,0.5587785252292473,0.8187381314585725,30,1.0
Bent Shaft,-0.5517220926874314,0.563742398974869,0.8205862608769882,30,1.0
Bent Shaft,-0.8731022071810195,0.5684547105928689,0.8224270760949381,30,1.0
Bent Shaft,-0.9017220926874323,0.5728968627421411,0.8242599230795408,30,1.0
Bent Shaft,-0.7747209406074117,0.577051324277579,0.8260841506289898,30,1.0
Bent Shaft,-0.7,0.5809016994374947,0.827899110603923,30,1.0
Bent Shaft,-0.7747209406074116,0.5844327925502015,0.8297041581577035,30,1.0
Bent Shaft,-0.9017220926874315,0.5876306680043863,0.8314986519655305,30,1.0
Bent Shaft,-0.8731022071810186,0.590482705246602,0.8332819544522987,30,1.0
Bent Shaft,-0.5517220926874323,0.5929776485888252,0.835053432019126,30,1.0
Bent Shaft,-4.653657836759942e-16,0.5951056516295153,0.8368124552684678,30,1.0
Bent Shaft,0.5517220926874324,0.5968583161128631,0.8385583992277397,30,1.0
Bent Shaft,0.873102207181019,0.5982287250728688,0.8402906435713663,30,1.0
Bent Shaft,0.9017220926874322,0.5992114701314478,0.8420085728411807,30,1.0
Bent Shaft,0.774720940607412,0.5998026728428272,0.8437115766650933,30,1.0
Bent Shaft,0.7,0.6,0.8453990499739548,30,1.0
Bent Shaft,0.7747209406074109,0.5998026728428272,0.8470703932165333,30,1.0
Bent Shaft,0.901722092687431,0.5992114701314478,0.8487250125725333,30,1.0
Bent Shaft,0.8731022071810193,0.5982287250728688,0.8503623201635762,30,1.0
Bent Shaft,0.5517220926874319,0.5968583161128631,0.851981734262071,30,1.0
Bent Shaft,6.980486755139913e-16,0.5951056516295153,0.8535826794978997,30,1.0
Bent Shaft,-0.5517220926874308,0.5929776485888252,0.855164587062843,30,1.0
Bent Shaft,-0.873102207181019,0.590482705246602,0.8567268949126757,30,1.0
Bent Shaft,-0.9017220926874323,0.5876306680043863,0.8582690479668577,30,1.0
Bent Shaft,-0.7747209406074115,0.5844327925502015,0.8597904983057519,30,1.0
Bent Shaft,-0.7,0.5809016994374947,0.8612907053652977,30,1.0
Bent Shaft,-0.7747209406074109,0.577051324277579,0.8627691361290701,30,1.0
Bent Shaft,-0.901722092687431,0.5728968627421411,0.8642252653176585,30,1.0
Bent Shaft,-0.873102207181019,0.5684547105928689,0.8656585755752957,30,1.0
Bent Shaft,-0.551722092687432,0.563742398974869,0.8670685576536721,30,1.0
Bent Shaft,-9.307315673519883e-16,0.5587785252292473,0.8684547105928689,30,1.0
Bent Shaft,0.5517220926874322,0.5535826794978996,0.8698165418993473,30,1.0
Bent Shaft,0.8731022071810199,0.5481753674101715,0.8711535677209286,30,1.0
Bent Shaft,0.9017220926874323,0.5425779291565073,0.8724653130187047,30,1.0
Bent Shaft,0.7747209406074119,0.5368124552684678,0.8737513117358174,30,1.0
Bent Shaft,0.7,0.5309016994374948,0.875011106963046,30,1.0
Bent Shaft,0.7747209406074106,0.5248689887164855,0.8762442511011448,30,1.0
Bent Shaft,0.901722092687432,0.5187381314585725,0.8774503060198734,30,1.0
Bent Shaft,0.8731022071810179,0.5125333233564304,0.878628843213662,30,1.0
Bent Shaft,0.5517220926874311,0.5062790519529313,0.8797794439538571,30,1.0
Bent Shaft,-1.6787564838504152e-15,0.5,0.8809016994374947,30,1.0
Bent Shaft,-0.5517220926874327,0.4937209480470687,0.8819952109325453,30,1.0
Bent Shaft,-0.8731022071810217,0.4874666766435696,0.8830595899195813,30,1.0
Bent Shaft,-0.9017220926874334,0.48126186854142755,0.8840944582298169,30,1.0
Bent Shaft,-0.7747209406074128,0.47513101128351454,0.8850994481794692,30,1.0
Bent Shaft,-0.7,0.4690983005625053,0.8860742027003944,30,1.0
Bent Shaft,-0.7747209406074114,0.46318754473153223,0.8870183754669526,30,1.0
Bent Shaft,-0.9017220926874299,0.45742207084349273,0.8879316310190557,30,1.0
Bent Shaft,-0.8731022071810199,0.45182463258982847,0.8888136448813545,30,1.0
Bent Shaft,-0.5517220926874307,0.4464173205021003,0.8896641036785237,30,1.0
Bent Shaft,-1.3960973510279826e-15,0.4412214747707527,0.890482705246602,30,1.0
Bent Shaft,0.5517220926874319,0.436257601025131,0.8912691587403503,30,1.0
Bent Shaft,0.873102207181019,0.4315452894071311,0.892023184736587,30,1.0
Bent Shaft,0.9017220926874324,0.42710313725785887,0.8927445153334662,30,1.0
Bent Shaft,0.7747209406074119,0.42294867572242106,0.8934328942456613,30,1.0
Bent Shaft,0.7,0.41909830056250524,0.8940880768954226,30,1.0
Bent Shaft,0.7747209406074111,0.41556720744979847,0.8947098304994745,30,1.0
Bent Shaft,0.901722092687431,0.41236933199561365,0.895297934151722,30,1.0
Bent Shaft,0.8731022071810174,0.40951729475339804,0.8958521789017376,30,1.0
Bent Shaft,0.5517220926874316,0.4070223514111748,0.896372367829001,30,1.0
Bent Shaft,-2.9897475395746716e-15,0.40489434837048466,0.8968583161128632,30,1.0
Bent Shaft,-0.5517220926874336,0.4031416838871369,0.8973098510982127,30,1.0
Bent Shaft,-0.8731022071810215,0.4017712749271311,0.8977268123568194,30,1.0
Bent Shaft,-0.9017220926874334,0.40078852986855223,0.8981090517443334,30,1.0
Bent Shaft,-0.7747209406074129,0.4001973271571728,0.8984564334529206,30,1.0
Bent Shaft,-0.7,0.4,0.8987688340595138,30,1.0
Bent Shaft,-0.7747209406074096,0.4001973271571728,0.8990461425696652,30,1.0
Bent Shaft,-0.9017220926874299,0.4007885298685522,0.8992882604569814,30,1.0
Bent Shaft,-0.87310220718102,0.4017712749271311,0.8994951016981301,30,1.0
Bent Shaft,-0.5517220926874323,0.4031416838871369,0.899666592803403,30,1.0
Bent Shaft,-1.8614631347039767e-15,0.40489434837048466,0.8998026728428272,30,1.0
Bent Shaft,0.5517220926874328,0.4070223514111749,0.8999032934678125,30,1.0
Bent Shaft,0.8731022071810218,0.40951729475339804,0.89996841892833,30,1.0
Bent Shaft,0.9017220926874325,0.41236933199561365,0.8999980260856137,30,1.0
Bent Shaft,0.7747209406074114,0.41556720744979847,0.8999921044203817,30,1.0
Bent Shaft,0.7,0.41909830056250524,0.8999506560365732,30,1.0
Bent Shaft,0.7747209406074109,0.4229486757224211,0.8998736956606018,30,1.0
Bent Shaft,0.9017220926874308,0.42710313725785887,0.8997612506361226,30,1.0
Bent Shaft,0.8731022071810197,0.4315452894071311,0.8996133609143173,30,1.0
Bent Shaft,0.5517220926874365,0.43625760102513095,0.8994300790397,30,1.0
Bent Shaft,3.159960130182124e-15,0.4412214747707527,0.8992114701314479,30,1.0
Bent Shaft,-0.551722092687432,0.44641732050210026,0.8989576118602651,30,1.0
Bent Shaft,-0.8731022071810193,0.45182463258982847,0.8986685944207868,30,1.0
Bent Shaft,-0.9017220926874335,0.4574220708434927,0.8983445204995331,30,1.0
Bent Shaft,-0.7747209406074113,0.46318754473153223,0.8979855052384247,30,1.0
Bent Shaft,-0.7,0.46909830056250523,0.8975916761938748,30,1.0
Bent Shaft,-0.77472094060741,0.47513101128351454,0.8971631732914674,30,1.0
Bent Shaft,-0.9017220926874319,0.48126186854142755,0.8967001487762436,30,1.0
Bent Shaft,-0.8731022071810166,0.4874666766435695,0.8962027671586086,30,1.0
Bent Shaft,-0.5517220926874314,0.4937209480470687,0.895671205155883,30,1.0
Bent Shaft,3.3575129677008304e-15,0.5,0.8951056516295154,30,1.0
Bent Shaft,0.5517220926874312,0.5062790519529313,0.8945063075179805,30,1.0
Bent Shaft,0.873102207181021,0.5125333233564304,0.8938733857653874,30,1.0
Bent Shaft,0.9017220926874325,0.5187381314585725,0.8932071112458211,30,1.0
Bent Shaft,0.7747209406074145,0.5248689887164855,0.8925077206834459,30,1.0
Bent Shaft,0.7,0.5309016994374948,0.8917754625683982,30,1.0
Bent Shaft,0.7747209406074091,0.5368124552684678,0.8910105970684996,30,1.0
Bent Shaft,0.9017220926874329,0.5425779291565073,0.8902133959368204,30,1.0
Bent Shaft,0.8731022071810193,0.5481753674101715,0.8893841424151264,30,1.0
Bent Shaft,0.5517220926874322,0.5535826794978996,0.8885231311332455,30,1.0
Bent Shaft,-2.059015972222683e-15,0.5587785252292473,0.8876306680043864,30,1.0
Bent Shaft,-0.5517220926874338,0.563742398974869,0.886707070116449,30,1.0
Bent Shaft,-0.8731022071810185,0.5684547105928689,0.8857526656193653,30,1.0
Bent Shaft,-0.9017220926874315,0.5728968627421411,0.8847677936085083,30,1.0
Bent Shaft,-0.7747209406074141,0.577051324277579,0.8837528040042142,30,1.0
Bent Shaft,-0.7,0.5809016994374947,0.8827080574274562,30,1.0
Bent Shaft,-0.7747209406074127,0.5844327925502015,0.8816339250717184,30,1.0
Bent Shaft,-0.9017220926874298,0.5876306680043863,0.8805307885711122,30,1.0
Bent Shaft,-0.8731022071810173,0.590482705246602,0.8793990398647835,30,1.0
Bent Shaft,-0.5517220926874271,0.5929776485888252,0.8782390810576588,30,1.0
Bent Shaft,-2.7921947020559652e-15,0.5951056516295153,0.877051324277579,30,1.0
Bent Shaft,0.5517220926874296,0.5968583161128631,0.8758361915288723,30,1.0
Bent Shaft,0.8731022071810216,0.5982287250728688,0.8745941145424183,30,1.0
Bent Shaft,0.9017220926874304,0.5992114701314478,0.873325534622256,30,1.0
Bent Shaft,0.774720940607414,0.5998026728428272,0.8720309024887908,30,1.0
Bent Shaft,0.7,0.6,0.8707106781186548,30,1.0
Bent Shaft,0.7747209406074108,0.5998026728428272,0.8693653305812805,30,1.0
Bent Shaft,0.9017220926874266,0.5992114701314478,0.867995337872242,30,1.0
Bent Shaft,0.8731022071810199,0.5982287250728688,0.8666011867434252,30,1.0
Bent Shaft,0.5517220926874313,0.5968583161128631,0.8651833725300879,30,1.0
Bent Shaft,5.379780187336117e-16,0.5951056516295153,0.863742398974869,30,1.0
Bent Shaft,-0.5517220926874347,0.5929776485888252,0.8622787780488113,30,1.0
Bent Shaft,-0.8731022071810235,0.590482705246602,0.8607930297694606,30,1.0
Bent Shaft,-0.9017220926874336,0.5876306680043863,0.859285682016106,30,1.0
Bent Shaft,-0.7747209406074126,0.5844327925502015,0.8577572703422268,30,1.0
Bent Shaft,-0.7,0.5809016994374947,0.8562083377852131,30,1.0
Bent Shaft,-0.7747209406074121,0.5770513242775789,0.854639434673427,30,1.0
Bent Shaft,-0.9017220926874316,0.5728968627421411,0.8530511184306735,30,1.0
Bent Shaft,-0.8731022071810168,0.5684547105928688,0.8514439533781507,30,1.0
Bent Shaft,-0.5517220926874262,0.563742398974869,0.8498185105339491,30,1.0
Bent Shaft,5.979495079149343e-15,0.5587785252292473,0.8481753674101715,30,1.0
Bent Shaft,0.5517220926874372,0.5535826794978995,0.8465151078077459,30,1.0
Bent Shaft,0.8731022071810195,0.5481753674101715,0.8448383216090032,30,1.0
Bent Shaft,0.9017220926874328,0.5425779291565073,0.843145604568096,30,1.0
Bent Shaft,0.7747209406074146,0.5368124552684678,0.8414375580993284,30,1.0
Bent Shaft,0.7,0.5309016994374948,0.8397147890634782,30,1.0
Bent Shaft,0.7747209406074077,0.5248689887164856,0.8379779095521802,30,1.0
Bent Shaft,0.9017220926874328,0.5187381314585726,0.8362275366704546,30,1.0
Bent Shaft,0.8731022071810195,0.5125333233564305,0.8344642923174518,30,1.0
Bent Shaft,0.5517220926874354,0.5062790519529313,0.8326888029654943,30,1.0
Bent Shaft,-1.1282844048706947e-15,0.5,0.8309016994374948,30,1.0
Bent Shaft,-0.5517220926874262,0.49372094804706873,0.8291036166828273,30,1.0
Bent Shaft,-0.8731022071810195,0.4874666766435697,0.8272951935517325,30,1.0
Bent Shaft,-0.9017220926874316,0.48126186854142766,0.8254770725683382,30,1.0
Bent Shaft,-0.7747209406074144,0.47513101128351454,0.8236498997023726,30,1.0
Bent Shaft,-0.7,0.4690983005625053,0.8218143241396543,30,1.0
Bent Shaft,-0.7747209406074126,0.4631875447315323,0.8199709980514408,30,1.0
Bent Shaft,-0.9017220926874295,0.45742207084349285,0.8181205763627137,30,1.0
Bent Shaft,-0.8731022071810164,0.4518246325898284,0.8162637165194884,30,1.0
Bent Shaft,-0.5517220926874279,0.44641732050210037,0.8144010782552252,30,1.0
Bent Shaft,-3.7229262694079534e-15,0.4412214747707527,0.8125333233564305,30,1.0
Bent Shaft,0.5517220926874289,0.43625760102513106,0.8106611154275261,30,1.0
Bent Shaft,0.8731022071810199,0.4315452894071311,0.8087851196550744,30,1.0
Bent Shaft,0.9017220926874348,0.4271031372578588,0.8069060025714406,30,1.0
Bent Shaft,0.7747209406074165,0.42294867572242106,0.805024431817977,30,1.0
Bent Shaft,0.7,0.4190983005625053,0.8031410759078129,30,1.0
Bent Shaft,0.7747209406074106,0.4155672074497984,0.8012566039883353,30,1.0
Bent Shaft,0.9017220926874264,0.4123693319956136,0.7993716856034442,30,1.0
Bent Shaft,0.8731022071810158,0.40951729475339804,0.7974869904556663,30,1.0
Bent Shaft,0.5517220926874253,0.4070223514111749,0.7956031881682135,30,1.0
Bent Shaft,1.4687095860856e-15,0.40489434837048466,0.7937209480470687,30,1.0
Bent Shaft,-0.5517220926874364,0.40314168388713684,0.7918409388431843,30,1.0
Bent Shaft,-0.873102207181023,0.4017712749271311,0.7899638285148786,30,1.0
Bent Shaft,-0.901722092687438,0.4007885298685522,0.7880902839905131,30,1.0
Bent Shaft,-0.7747209406074115,0.4001973271571728,0.7862209709315362,30,1.0
Bent Shaft,-0.7,0.4,0.7843565534959769,30,1.0
Bent Shaft,-0.7747209406074107,0.4001973271571728,0.7824976941024725,30,1.0
Bent Shaft,-0.9017220926874275,0.4007885298685522,0.7806450531949141,30,1.0
Bent Shaft,-0.8731022071810216,0.4017712749271311,0.7787992890077946,30,1.0
Bent Shaft,-0.5517220926874362,0.4031416838871369,0.776961057332341,30,1.0
Bent Shaft,-6.319920260364248e-15,0.4048943483704846,0.7751310112835146,30,1.0
Bent Shaft,0.5517220926874272,0.4070223514111748,0.7733098010679625,30,1.0
Bent Shaft,0.8731022071810206,0.409517294753398,0.7714980737530025,30,1.0
Bent Shaft,0.9017220926874326,0.41236933199561354,0.7696964730367226,30,1.0
Bent Shaft,0.774720940607416,0.41556720744979847,0.7679056390192791,30,1.0
Bent Shaft,0.7,0.41909830056250524,0.7661262079754709,30,1.0
Bent Shaft,0.7747209406074087,0.422948675722421,0.764358812128675,30,1.0
Bent Shaft,0.9017220926874244,0.42710313725785876,0.76260407942622,30,1.0
Bent Shaft,0.873102207181021,0.43154528940713116,0.7608626333162798,30,1.0
Bent Shaft,0.5517220926874338,0.436257601025131,0.7591350925263651,30,1.0
Bent Shaft,4.0657035770418946e-15,0.44122147477075263,0.7574220708434928,30,1.0
Bent Shaft,-0.5517220926874349,0.44641732050210026,0.7557241768961099,30,1.0
Bent Shaft,-0.8731022071810237,0.4518246325898285,0.7540420139378513,30,1.0
Bent Shaft,-0.9017220926874359,0.45742207084349273,0.7523761796332061,30,1.0
Bent Shaft,-0.7747209406074111,0.4631875447315322,0.7507272658451709,30,1.0
Bent Shaft,-0.7,0.46909830056250523,0.749095858424963,30,1.0
Bent Shaft,-0.7747209406074067,0.4751310112835144,0.7474825370038705,30,1.0
Bent Shaft,-0.9017220926874294,0.4812618685414276,0.7458878747873124,30,1.0
Bent Shaft,-0.8731022071810179,0.4874666766435696,0.7443124383511812,30,1.0
Bent Shaft,-0.5517220926874311,0.4937209480470687,0.742756787440541,30,1.0
Bent Shaft,6.715025935401661e-15,0.49999999999999994,0.7412214747707527,30,1.0
Bent Shaft,0.5517220926874374,0.5062790519529314,0.7397070458310976,30,1.0
Bent Shaft,0.873102207181021,0.5125333233564304,0.7382140386909666,30,1.0
Bent Shaft,0.9017220926874309,0.5187381314585725,0.7367429838086875,30,1.0
Bent Shaft,0.7747209406074131,0.5248689887164855,0.7352944038430556,30,1.0
Bent Shaft,0.7,0.5309016994374949,0.7338688134676349,30,1.0
Bent Shaft,0.7747209406074116,0.5368124552684679,0.7324667191878975,30,1.0
Bent Shaft,0.9017220926874261,0.5425779291565074,0.7310886191612652,30,1.0
Bent Shaft,0.8731022071810091,0.5481753674101716,0.7297350030201151,30,1.0
Bent Shaft,0.5517220926874353,0.5535826794978995,0.728406351697817,30,1.0
Bent Shaft,6.6626975679981886e-15,0.5587785252292473,0.7271031372578589,30,1.0
Bent Shaft,-0.5517220926874332,0.5637423989748689,0.7258258227261262,30,1.0
Bent Shaft,-0.8731022071810243,0.5684547105928688,0.7245748619263896,30,1.0
Bent Shaft,-0.9017220926874338,0.572896862742141,0.723350699319065,30,1.0
Bent Shaft,-0.7747209406074108,0.5770513242775789,0.7221537698432977,30,1.0
