Fault,Vibration,Acoustic,Magnetic Flux,Temperature,Pressure
Cavitation,0.4354616571252703,0.5,0.8,30,1.0
Cavitation,0.8733986626050756,0.5062790519529313,0.8018848439715409,30,1.0
Cavitation,-0.42975614566206044,0.5125333233564304,0.8037690182669935,30,1.0
Cavitation,0.14481225005000697,0.5187381314585725,0.8056518534482024,30,1.0
Cavitation,0.6879294006479975,0.5248689887164855,0.8075326805527934,30,1.0
Cavitation,0.6390059234039933,0.5309016994374948,0.8094108313318514,30,1.0
Cavitation,1.0613564359637053,0.5368124552684678,0.8112856384873482,30,1.0
Cavitation,1.3147639146407974,0.5425779291565073,0.8131564359092283,30,1.0
Cavitation,0.6464355602321202,0.5481753674101715,0.8150225589120758,30,1.0
Cavitation,1.0403211476926426,0.5535826794978996,0.8168833444712734,30,1.0
Cavitation,0.294086115903532,0.5587785252292473,0.8187381314585725,30,1.0
Cavitation,-0.0009077403200830614,0.563742398974869,0.8205862608769882,30,1.0
Cavitation,0.025308372810906254,0.5684547105928689,0.8224270760949381,30,1.0
Cavitation,-0.08556595049069238,0.5728968627421411,0.8242599230795408,30,1.0
Cavitation,-0.5386783875711,0.577051324277579,0.8260841506289898,30,1.0
Cavitation,-0.8919528913911385,0.5809016994374947,0.827899110603923,30,1.0
Cavitation,-0.5282973257070473,0.5844327925502015,0.8297041581577035,30,1.0
Cavitation,-1.1774877764707465,0.5876306680043863,0.8314986519655305,30,1.0
Cavitation,-0.23587264783773915,0.590482705246602,0.8332819544522987,30,1.0
Cavitation,-0.05056798778012933,0.5929776485888252,0.835053432019126,30,1.0
Cavitation,-0.5288430075239338,0.5951056516295153,0.8368124552684678,30,1.0
Cavitation,1.1071702232821834,0.5968583161128631,0.8385583992277397,30,1.0
Cavitation,0.4651769458352017,0.5982287250728688,0.8402906435713663,30,1.0
Cavitation,0.621400264983609,0.5992114701314478,0.8420085728411807,30,1.0
Cavitation,1.5818381423585277,0.5998026728428272,0.8437115766650933,30,1.0
Cavitation,1.2599387931283612,0.6,0.8453990499739548,30,1.0
Cavitation,0.6479008185422357,0.5998026728428272,0.8470703932165333,30,1.0
Cavitation,0.9866238773417343,0.5992114701314478,0.8487250125725333,30,1.0
Cavitation,-0.14639694435148942,0.5982287250728688,0.8503623201635762,30,1.0
Cavitation,0.9936289200516996,0.5968583161128631,0.851981734262071,30,1.0
Cavitation,0.26108347815923544,0.5951056516295153,0.8535826794978997,30,1.0
Cavitation,-0.4495388892248827,0.5929776485888252,0.855164587062843,30,1.0
Cavitation,-0.6125408819964179,0.590482705246602,0.8567268949126757,30,1.0
Cavitation,-1.1950891010677624,0.5876306680043863,0.8582690479668577,30,1.0
Cavitation,-0.906264851377743,0.5844327925502015,0.8597904983057519,30,1.0
Cavitation,-0.401709803001042,0.5809016994374947,0.8612907053652977,30,1.0
Cavitation,-0.2455554253572374,0.577051324277579,0.8627691361290701,30,1.0
Cavitation,-1.0571425643966101,0.5728968627421411,0.8642252653176585,30,1.0
Cavitation,-1.1481259862731075,0.5684547105928689,0.8656585755752957,30,1.0
Cavitation,-0.06275606603227363,0.563742398974869,0.8670685576536721,30,1.0
Cavitation,0.6318091487420356,0.5587785252292473,0.8684547105928689,30,1.0
Cavitation,0.4066823652415726,0.5535826794978996,0.8698165418993473,30,1.0
Cavitation,0.37376000352304756,0.5481753674101715,0.8711535677209286,30,1.0
Cavitation,0.5102955879045084,0.5425779291565073,0.8724653130187047,30,1.0
Cavitation,1.1973405792916518,0.5368124552684678,0.8737513117358174,30,1.0
Cavitation,0.9282301741693886,0.5309016994374948,0.875011106963046,30,1.0
Cavitation,1.3450627337857792,0.5248689887164855,0.8762442511011448,30,1.0
Cavitation,1.342160284266805,0.5187381314585725,0.8774503060198734,30,1.0
Cavitation,0.5066633540776498,0.5125333233564304,0.878628843213662,30,1.0
Cavitation,0.9696259470049309,0.5062790519529313,0.8797794439538571,30,1.0
Cavitation,0.3148323825081902,0.5,0.8809016994374947,30,1.0
Cavitation,-0.3534229821343968,0.4937209480470687,0.8819952109325453,30,1.0
