Time(s),Vibration
0.0,0.0
0.0002,0.1816466523402432
0.0004,0.35991476777108167
0.0006000000000000001,0.5315043060561947
0.0008,0.6932700614369095
0.001,0.8422937494799468
0.0012000000000000001,0.9759498822272961
0.0014,1.0919636624710374
0.0016,1.188459373418184
0.0018000000000000002,1.2639980312226142
0.002,1.3176033952419262
0.0022,1.3487757836620684
0.0024000000000000002,1.357493508762036
0.0026000000000000003,1.344202114604433
0.0028,1.3097919583817685
0.003,1.2555650134826273
0.0032,1.1831920768294848
0.0034000000000000002,1.0946618256093115
0.0036000000000000003,0.9922233810826236
0.0038,0.8783241933821495
0.004,0.7555451567225246
0.004200000000000001,0.6265348969560217
0.0044,0.4939451428028814
0.0046,0.36036900038154795
0.0048000000000000004,0.2282838019470478
0.005,0.10000000000000009
0.005200000000000001,-0.022382665181560985
0.0054,-0.13701077394816197
0.0056,-0.2423039625664744
0.0058000000000000005,-0.3369724512474084
0.006,-0.420025347862422
0.006200000000000001,-0.49077001847522805
0.0064,-0.5488031044689544
0.0066,-0.5939940253947191
0.0068000000000000005,-0.6264620281025545
0.007,-0.6465480191076799
0.007200000000000001,-0.654782543075609
0.0074,-0.6518513422521102
0.0076,-0.6385599480945072
0.0078000000000000005,-0.615798717795309
0.008,-0.584509637348381
0.0082,-0.5456560737094247
0.008400000000000001,-0.5001964775858458
0.0086,-0.44906282308054113
0.0088,-0.3931443296300811
0.009000000000000001,-0.33327675510499893
0.0092,-0.2702372867665209
0.0094,-0.20474479931316109
0.009600000000000001,-0.13746500655862767
0.0098,-0.06901981478836544
0.01,-1.3471114790620885e-16
0.0102,0.06901981478836594
0.010400000000000001,0.13746500655862853
0.0106,0.20474479931316142
0.0108,0.2702372867665213
0.011000000000000001,0.3332767551049998
0.0112,0.3931443296300814
0.0114,0.44906282308054124
0.011600000000000001,0.5001964775858463
0.0118,0.5456560737094248
0.012,0.584509637348381
0.0122,0.6157987177953091
0.012400000000000001,0.6385599480945072
0.0126,0.6518513422521102
0.0128,0.6547825430756089
0.013000000000000001,0.6465480191076792
0.0132,0.6264620281025535
0.0134,0.5939940253947186
0.013600000000000001,0.5488031044689536
0.013800000000000002,0.4907700184752276
0.014,0.42002534786242185
0.0142,0.3369724512474077
0.014400000000000001,0.2423039625664728
0.0146,0.13701077394816247
0.0148,0.022382665181560207
0.015000000000000001,-0.10000000000000137
0.0152,-0.22828380194704861
0.0154,-0.36036900038154773
0.015600000000000001,-0.4939451428028825
0.0158,-0.6265348969560226
0.016,-0.7555451567225241
0.0162,-0.8783241933821485
0.0164,-0.9922233810826252
0.0166,-1.094661825609312
0.016800000000000002,-1.183192076829486
0.017,-1.2555650134826277
0.0172,-1.3097919583817688
0.017400000000000002,-1.3442021146044334
0.0176,-1.357493508762036
0.0178,-1.3487757836620682
0.018000000000000002,-1.3176033952419257
0.0182,-1.2639980312226138
0.0184,-1.188459373418184
0.018600000000000002,-1.0919636624710365
0.0188,-0.9759498822272958
0.019,-0.8422937494799476
0.019200000000000002,-0.693270061436909
0.0194,-0.531504306056195
0.0196,-0.359914767771083
0.0198,-0.18164665234024285
0.02,-7.102951435054649e-16
0.020200000000000003,0.18164665234024618
0.0204,0.3599147677710836
0.0206,0.5315043060561956
0.020800000000000003,0.6932700614369117
0.021,0.8422937494799482
0.0212,0.9759498822272964
0.021400000000000002,1.0919636624710387
0.0216,1.1884593734181845
0.0218,1.2639980312226142
0.022000000000000002,1.3176033952419268
0.0222,1.3487757836620686
0.0224,1.3574935087620363
0.022600000000000002,1.3442021146044332
0.0228,1.3097919583817688
0.023,1.255565013482628
0.023200000000000002,1.1831920768294848
0.0234,1.094661825609312
0.0236,0.9922233810826251
0.0238,0.8783241933821483
0.024,0.7555451567225238
0.024200000000000003,0.6265348969560203
0.0244,0.49394514280288004
0.0246,0.36036900038154707
0.024800000000000003,0.22828380194704603
0.025,0.09999999999999881
0.0252,-0.022382665181560985
0.025400000000000002,-0.13701077394816308
0.0256,-0.24230396256647502
0.0258,-0.33697245124740827
0.026000000000000002,-0.42002534786242435
0.0262,-0.4907700184752299
0.0264,-0.548803104468956
0.026600000000000002,-0.5939940253947192
0.0268,-0.6264620281025545
0.027,-0.6465480191076801
0.027200000000000002,-0.6547825430756096
0.0274,-0.6518513422521106
0.027600000000000003,-0.638559948094507
0.027800000000000002,-0.6157987177953091
0.028,-0.5845096373483811
0.028200000000000003,-0.5456560737094243
0.0284,-0.5001964775858455
0.0286,-0.44906282308054085
0.028800000000000003,-0.3931443296300794
0.029,-0.333276755105
0.0292,-0.27023728676652214
0.029400000000000003,-0.20474479931316047
0.0296,-0.13746500655862753
0.0298,-0.0690198147883653
0.030000000000000002,1.905130447501699e-15
0.0302,0.0690198147883675
0.0304,0.13746500655862967
0.030600000000000002,0.20474479931316186
0.0308,0.2702372867665213
0.031,0.3332767551049992
0.031200000000000002,0.3931443296300826
0.031400000000000004,0.4490628230805419
0.0316,0.5001964775858464
0.0318,0.5456560737094249
0.032,0.5845096373483807
0.0322,0.6157987177953087
0.0324,0.6385599480945068
0.032600000000000004,0.6518513422521099
0.0328,0.6547825430756082
0.033,0.6465480191076789
0.0332,0.626462028102553
0.0334,0.5939940253947176
0.033600000000000005,0.5488031044689523
0.033800000000000004,0.4907700184752257
0.034,0.42002534786241974
0.0342,0.33697245124740605
0.0344,0.24230396256647319
0.0346,0.13701077394816086
0.034800000000000005,0.02238266518155732
0.035,-0.1000000000000027
0.0352,-0.22828380194704997
0.0354,-0.3603690003815489
0.0356,-0.49394514280288215
0.0358,-0.6265348969560216
0.036000000000000004,-0.7555451567225264
0.0362,-0.8783241933821511
0.0364,-0.9922233810826242
0.0366,-1.0946618256093115
0.0368,-1.1831920768294837
0.037000000000000005,-1.2555650134826286
0.037200000000000004,-1.3097919583817685
0.0374,-1.3442021146044332
0.0376,-1.3574935087620357
0.0378,-1.3487757836620684
0.038,-1.3176033952419264
0.038200000000000005,-1.2639980312226131
0.038400000000000004,-1.1884593734181832
0.0386,-1.0919636624710367
0.0388,-0.9759498822272964
0.039,-0.8422937494799478
0.0392,-0.6932700614369117
0.039400000000000004,-0.5315043060561887
0.0396,-0.35991476777108106
0.0398,-0.18164665234024288
0.04,-1.4205902870109297e-15
0.0402,0.18164665234024144
0.040400000000000005,0.35991476777108755
0.040600000000000004,0.5315043060561987
0.0408,0.6932700614369129
0.041,0.8422937494799488
0.0412,0.9759498822272974
0.0414,1.0919636624710378
0.041600000000000005,1.1884593734181865
0.041800000000000004,1.263998031222616
0.042,1.3176033952419273
0.0422,1.348775783662069
0.0424,1.3574935087620363
0.0426,1.3442021146044336
0.042800000000000005,1.3097919583817674
0.043000000000000003,1.2555650134826266
0.0432,1.183192076829484
0.0434,1.0946618256093115
0.0436,0.9922233810826239
0.0438,0.8783241933821505
0.044000000000000004,0.7555451567225229
0.0442,0.6265348969560207
0.0444,0.49394514280288093
0.0446,0.36036900038154757
0.0448,0.2282838019470486
0.045000000000000005,0.09999999999999754
0.045200000000000004,-0.02238266518156229
0.0454,-0.13701077394816263
0.0456,-0.24230396256647505
0.0458,-0.33697245124740804
0.046,-0.42002534786242157
0.046200000000000005,-0.4907700184752284
0.046400000000000004,-0.548803104468955
0.0466,-0.5939940253947184
0.0468,-0.6264620281025544
0.047,-0.6465480191076793
0.0472,-0.6547825430756091
0.047400000000000005,-0.6518513422521102
0.0476,-0.6385599480945073
0.0478,-0.6157987177953085
0.048,-0.5845096373483807
0.0482,-0.5456560737094245
0.048400000000000006,-0.5001964775858444
0.048600000000000004,-0.44906282308053924
0.0488,-0.3931443296300796
0.049,-0.33327675510499744
0.0492,-0.2702372867665197
0.0494,-0.20474479931315956
0.049600000000000005,-0.1374650065586256
0.049800000000000004,-0.0690198147883626
0.05,1.6357081516892816e-15
0.0502,0.06901981478836723
0.0504,0.1374650065586287
